,daily,3m flow $b,price
2012-08-17,-32.5339780752713,6.532074070826434,971.05
2012-08-20,127.7204441121138,6.657431755641364,969.21
2012-08-21,144.26391951835993,6.824381421038034,975.46
2012-08-22,43.022316941337564,6.765873042778637,969.43
2012-08-23,67.88945082408446,6.78028594608508,974.09
2012-08-24,74.59636547154011,6.834315420928031,965.47
2012-08-27,130.30974756548952,6.9983098236261885,960.86
2012-08-28,91.90088343635078,7.023279390461753,956.76
2012-08-29,-78.9057134948248,6.930914181840033,952.91
2012-08-30,-69.8439533730195,8.601186955478779,944.39
2012-08-31,808.4427864222085,9.355757854102807,947.33
2012-09-03,8.704735420796704,9.282515338496607,952.83
2012-09-04,138.33756651417465,9.303282038387854,947.37
2012-09-05,190.39559385703035,9.528126754959139,939.51
2012-09-06,81.08621779593109,9.587618246166631,950.45
2012-09-07,-99.52198013475294,9.407732136970502,968.82
2012-09-10,154.08869144115883,9.400808789652588,969.97
2012-09-11,196.6538693393204,10.096025530257753,973.09
2012-09-12,-49.35683211223317,8.632180593203666,978.48
2012-09-13,72.05453132712539,8.660619557043345,982.0
2012-09-14,346.7340346804999,8.92864859572174,1014.07
2012-09-17,553.532901310925,9.401043124157477,1012.63
2012-09-18,130.04246646250775,9.505916541141746,1006.84
2012-09-19,27.938041202194523,9.517207694610555,1009.44
2012-09-20,103.93977562653056,9.505538276596914,998.27
2012-09-21,36.24929948906535,9.516295584536975,1006.6
2012-09-24,189.51887385539007,9.67982514042108,1004.37
2012-09-25,153.6594084016868,9.748970039696376,1001.85
2012-09-26,51.538053834603986,9.751312139503794,990.37
2012-09-27,45.95504662759338,9.713481762483937,998.36
2012-09-28,2105.5946869308073,10.069803515868614,1002.66
2012-10-01,158.7610761251078,10.009977299480724,1005.08
2012-10-02,68.57956530226569,9.851690102186057,1006.23
2012-10-03,13.280999011327172,9.8942583078696,1002.5
2012-10-04,57.86808821830759,9.923254005523644,1005.52
2012-10-05,22.086440495261833,9.849288953993002,1009.16
2012-10-08,37.63744695117795,9.820990921480815,997.93
2012-10-09,23.063617527454866,9.826050802605149,996.59
2012-10-10,94.65307767759893,9.899238567065686,992.09
2012-10-11,12.098677586819699,9.924116727063547,995.95
2012-10-12,-37.833205287194,9.816865573601,996.7
2012-10-15,188.50425533276376,9.870665323673428,995.22
2012-10-16,23.287281618823343,9.818955185784292,1003.35
2012-10-17,414.73307745075203,10.153908670770958,1010.85
2012-10-18,551.5488978398567,10.695123215508696,1013.36
2012-10-19,283.4276896629619,10.925773654664846,1006.07
2012-10-22,-36.702507233017826,10.818571289592974,1007.31
2012-10-23,294.00390684327584,11.065409350410905,996.82
2012-10-24,78.19454228556938,11.12664443115778,994.55
2012-10-25,40.19028126468195,11.157387589478157,999.12
2012-10-26,99.5243106278093,11.049537055252227,990.7
2012-10-29,2.2963577099226318,10.798494431049738,990.24
2012-10-30,68.49005443091774,9.245053482598511,993.15
2012-10-31,1984.5059071669698,11.040879761433827,995.33
2012-11-01,101.62398335993898,10.929709413869238,999.63
2012-11-02,212.21317991467666,11.125192768068878,1004.68
2012-11-05,154.78165845442643,11.205661132311374,1000.8
2012-11-06,101.98651367496186,11.224001063130942,1006.27
2012-11-07,603.2222748684603,11.757112272944457,1007.45
2012-11-08,463.3126655799224,12.189756603600031,995.31
2012-11-09,56.05810457031166,12.2309117225182,990.98
2012-11-12,-192.41442322063224,11.981601020500726,989.27
2012-11-13,35.273303323277524,12.000083389074605,982.17
2012-11-14,39.6420969526598,11.981362854699546,980.62
2012-11-15,124.50608803758797,11.88641253534373,974.33
2012-11-16,48.29980286668098,11.967246316285681,969.82
2012-11-19,51.73495761142223,11.891260829784992,977.98
