Date,Manufacturing Overall,Manufacturing Output,Manufacturing New orders,Manufacturing Export orders,Manufacturing Input prices,Manufacturing Suppliers delivery times,Manufacturing Stocks of purchases,Manufacturing Finished goods inventories,Manufacturing Employment,Manufacturing Output prices,Manufacturing JPMorgan global manufacturing PMI - quantity of purchases,Manufacturing Backlogs of work,Manufacturing Future output,Services Business activity,Services New business,Services Input prices,Services Employment,Services Backlogs of work,Services Output prices,Services Future business activity,All-industry Output/business activity,All-industry New business,All-industry Input prices,All-industry Employment,All-industry Output prices,All-industry Backlogs of work,empty
1998-01-01,53.512154,55.488983,56.505276,47.900753,46.859097,48.110832,48.731899,47.93359,50.158798,,,,,,,,,,,,,,,,,,
1998-02-01,53.553192,55.662796,55.617725,49.885628,45.915413,48.022751,49.830746,48.513088,50.862576,,,,,,,,,,,,,,,,,,
1998-03-01,53.81506,56.04306,56.114479,48.534576,43.907654,47.887577,50.080982,49.034271,50.724941,,,,,,,,,,,,,,,,,,
1998-04-01,53.689598,55.300556,56.2892,49.871727,42.338467,47.253716,49.753948,50.426868,50.451794,,,,,,,,,,,,,,,,,,
1998-05-01,52.7411,54.238132,54.105179,48.91885,41.548912,47.538704,49.562962,49.922569,50.622623,,,,,,,,,,,,,,,,,,
1998-06-01,51.532532,52.822094,53.141495,48.542454,40.520065,48.250305,47.763443,49.789879,49.228798,,,,,,,,,,,,,,,,,,
1998-07-01,51.015892,51.985264,53.35788,47.339523,38.712673,49.458717,48.044987,50.21299,48.132599,,,,,58.032288,58.380974,49.970181,55.790237,51.070026,,,55.666405,56.415703,45.565708,52.794205,,,
1998-08-01,50.66103,51.408607,52.850243,46.156273,38.732712,50.050125,47.798504,49.753208,48.407368,,,,,53.457184,56.090618,49.943432,55.672356,52.823933,,,52.655685,54.82283,45.557266,52.829948,,,
1998-09-01,49.319668,51.053242,50.198353,44.960148,36.170891,50.673107,46.433861,49.115921,47.272148,,,,,56.902748,56.049789,48.535671,56.499012,50.952084,,,54.614143,53.760429,43.697983,52.889027,,,
1998-10-01,48.057411,50.439041,47.398514,43.524307,34.389591,52.49799,48.29158,48.284649,46.368183,,,,,54.451488,55.023163,50.397366,55.715973,47.748562,,,52.881626,52.040035,44.134361,52.058674,,,
1998-11-01,47.081989,48.656475,46.725933,42.465199,34.347141,53.059685,47.088444,49.169811,45.750988,,,,,54.124229,53.18581,48.574608,55.212158,45.963928,,,51.984985,50.658398,43.008148,51.510498,,,
1998-12-01,46.446198,47.287209,48.060135,43.730896,33.220276,54.232136,45.741814,48.821301,43.834972,,,,,52.964096,53.234528,49.399742,54.251301,45.968475,,,50.743027,51.21006,43.069565,50.175938,,,
1999-01-01,48.723656,51.706764,50.223553,46.610466,33.503292,52.838524,46.118271,48.276852,45.219242,,,,,55.695305,55.765213,48.648823,54.428699,47.102779,,,54.1348,53.597054,42.723171,50.825523,,,
1999-02-01,49.853661,52.490269,52.174412,49.007931,34.761211,52.064415,46.707233,48.86179,46.088547,,,,,55.32502,55.374973,48.067375,54.904476,48.726345,,,54.215931,54.122761,42.861374,51.455265,,,
1999-03-01,50.738297,53.284916,53.06979,48.12553,39.891384,50.939495,46.93055,49.217571,47.220009,,,,,56.976105,56.877506,50.442482,54.184158,51.640118,,,55.531937,55.387749,46.314388,51.459454,,,
1999-04-01,51.253147,54.609554,53.329708,49.551384,44.163319,51.967331,48.454269,48.872742,47.757595,,,,,57.591339,57.710926,52.186729,54.873474,49.588253,,,56.424725,55.996784,49.047588,52.089401,,,
1999-05-01,52.332668,55.900707,55.072392,49.941071,47.656277,50.4547,46.936111,48.035252,48.551834,,,,,56.572556,56.451004,53.29475,55.355274,49.15538,,,56.309696,55.911625,51.088715,52.693447,,,
1999-06-01,53.547306,57.938595,56.526192,51.185375,49.574104,49.628944,47.475262,47.81226,49.00808,,,,,57.460304,58.755486,53.73452,56.681999,50.563526,,,57.647434,57.883282,52.10677,53.6796,,,
1999-07-01,53.126816,56.802307,55.527721,51.834995,52.184578,48.561012,47.275578,47.20916,49.122585,,,,,59.4464,58.462181,56.412979,56.187805,49.846634,,,58.411903,57.314079,54.758629,53.423557,,,
1999-08-01,54.08186,57.519867,57.185284,53.580399,56.392334,48.9035,48.188152,47.199661,50.315086,,,,,59.464546,59.257236,57.035732,55.656521,50.987782,,,58.703693,58.44659,56.784004,53.566696,,,
1999-09-01,55.689453,58.840244,60.678345,54.640564,61.333019,46.573425,47.287144,46.09425,50.165936,,,,,59.041664,59.717197,60.20076,55.662411,52.508389,,,58.96286,60.093243,60.643753,53.511929,,,
1999-10-01,56.523289,59.288895,60.601601,54.89875,64.913498,45.050159,49.90567,46.992538,51.43771,,,,,60.35651,60.952705,57.761604,55.826504,51.971516,,,59.938808,60.815338,60.559765,54.109398,,,
1999-11-01,56.986404,59.526398,61.26178,55.220531,63.424656,44.110245,50.088654,46.804829,51.66972,,,,,58.149593,57.031872,58.946362,55.062004,49.576557,,,58.688267,58.686813,60.698483,53.734779,,,
1999-12-01,57.093048,59.878563,60.207249,55.144287,63.48484,43.609653,50.618027,47.99979,52.704388,,,,,59.656921,60.049843,59.509335,56.642765,50.051083,,,59.743637,60.111427,61.064743,55.101883,,,
2000-01-01,55.377567,57.196899,59.173637,53.04953,67.055,46.972534,51.859474,47.016418,50.930927,,,,,57.993877,60.083839,60.363388,56.166847,48.92252,,,57.68206,59.727726,62.981464,54.118308999999996,,,
2000-02-01,55.310619,58.039009,58.421108,53.926296,66.933807,46.198612,48.108685,47.863441,51.9673,,,,,58.284836,59.248192,63.963146,56.374702,50.913982,,,58.188656,58.924599,65.125412,54.650318,,,
2000-03-01,55.653969,59.139183,58.265907,54.891865,71.262398,45.234436,49.80162,49.06794,50.972015,,,,,60.365356,61.500443,65.336273,58.002937,52.035679,,,59.885616,60.23494,67.654854,55.252106,,,
2000-04-01,55.98214,59.071918,58.021458,53.144745,68.071976,43.70623,49.228245,48.062119,52.204166,,,,,61.189568,61.807621,62.876423,58.070347,53.783249,,,60.361046,60.326294,64.909172,55.775219,,,
2000-05-01,54.908195,57.72591,55.353191,55.081383,65.996902,43.645824,49.725662,47.478828,52.225342,,,,,60.044182,60.945316,62.902275,57.582821,52.436451,,,59.137165,58.757412,64.113037,55.486721,,,
2000-06-01,53.834297,56.091259,54.465122,53.308949,63.203606,44.533989,49.584045,47.19524,50.968201,,,,,60.079929,59.914211,63.878288,58.148315,54.136871,,,58.519371,57.782269,63.614319,55.339115,,,
2000-07-01,54.254543,55.817852,55.317703,52.673592,63.415642,44.683987,50.719479,47.145939,51.67709,,,,,57.701771,59.932568,62.159828,55.547546,50.307243,,,56.964691,58.12701,62.651165,54.033241,,,
2000-08-01,52.750732,53.412235,54.244099,52.02663,58.596115,45.651421,49.842613,47.723591,49.939465,,,,,60.621761,59.958191,60.297039,57.618801,51.342476,,,57.801052,57.722565,59.631557,54.614281,,,
2000-09-01,52.122555,53.742085,52.567963,51.608849,61.572689,47.245609,48.998951,48.295269,50.517956,,,,,59.188423,59.936104,62.988487,56.997772,54.290485,,,57.057556,57.053337,62.434559,54.462559,,,
2000-10-01,51.145172,52.136837,51.885109,50.18594,59.940327,47.926388,48.83379,48.546612,49.255047,,,,,58.306385,58.81794,63.400307,57.705357,51.911392,,,55.892563,56.105484,62.046597,54.399193,,,
2000-11-01,50.74382,52.485378,52.023098,49.848656,58.298058,49.363914,47.236782,47.572899,48.482288,,,,,58.236248,56.689926,60.6105,57.753914,48.774521,,,55.986233,54.86404,59.705761,54.126411,,,
2000-12-01,47.833904,48.124878,48.057217,49.680767,57.347519,48.989746,45.8922,48.006378,45.72382,,,,,56.988483,56.00312,61.518375,56.066525,49.873604,,,53.520622,52.894306,59.886536,52.019966,,,
2001-01-01,46.679573,46.846703,46.096104,48.015152,59.545692,50.909996,46.410984,49.03487,45.67234,,,,,53.514545,53.17466,60.055206,55.432854,44.418823,,,50.905766,50.405193,59.855862,51.614075,,,
2001-02-01,46.131149,45.804909,46.569405,47.633362,53.214714,50.906788,47.444519,49.64193,43.003334,,,,,52.518517,53.356419,57.886787,54.609573,46.386211,,,49.891834,50.701015,56.058849,50.068661,,,
2001-03-01,46.321884,46.971001,46.425102,48.501396,49.029652,52.583771,47.487373,49.69239,43.952148,,,,,51.298069,53.585472,56.170597,53.932953,47.162643,,,49.605114,50.783997,53.37672,50.027988,,,
2001-04-01,45.656406,46.184589,47.062401,45.900566,46.848,53.42231,44.559223,49.219158,42.744808,,,,,49.730785,49.234264,54.536201,51.373348,44.65831,,,48.343346,48.384525,51.528214,47.997456,,,
2001-05-01,44.763844,45.908394,46.542786,45.142048,45.093853,54.870136,43.691154,48.575722,40.926579,,,,,49.423073,50.807102,57.892841,51.752644,46.632401,,,48.047962,49.138699,52.885269,47.516972,,,
2001-06-01,45.631355,47.004223,47.891026,44.954903,43.53326,54.165176,44.538143,49.579788,40.919765,,,,,51.959568,52.675232,55.38163,50.82156,48.040485,,,50.020802,50.803425,50.745987,46.947506,,,
2001-07-01,45.745613,47.375114,48.387932,46.442883,40.215755,54.629112,42.886227,48.824821,41.455997,,,,,49.535278,49.469856,52.156921,51.468933,43.424667,,,48.690121,49.046555,47.48497,47.551395,,,
2001-08-01,47.608612,49.831165,51.099075,47.913868,37.709816,54.859905,43.113945,48.643791,43.693443,,,,,48.754147,48.311714,50.821854,50.468685,42.766262,,,49.175526,49.402264,45.691799,47.81789,,,
2001-09-01,46.729195,49.553547,48.437222,44.363071,37.71365,54.756248,43.793083,49.513512,43.218849,,,,,49.223598,50.136208,51.50935,50.701668,46.73225,,,49.352688,49.471481,46.111816,47.774033,,,
2001-10-01,41.023697,41.247849,39.021786,41.240974,33.36726,54.098446,42.438705,50.328838,39.380478,,,,,42.890415,43.541763,46.834595,48.382767,40.756851,,,42.247765,41.773335,41.565533,44.860645,,,
2001-11-01,43.482777,44.757252,44.546135,45.147079,33.436478,54.06601,41.794273,49.060902,39.30048,,,,,48.477551,46.970188,44.869305,48.533279,41.8214,,,47.021992,46.021786,40.396236,44.920967,,,
2001-12-01,44.059288,44.813251,45.73835,45.319511,34.734074,53.724655,41.443184,47.911121,40.244244,,,,,50.219311,50.178169,45.686077,48.661671,44.851635,,,48.104202,48.441101,41.401134,45.368374,,,
2002-01-01,46.497139,48.280674,49.588245,47.953117,39.938766,52.494778,42.57201,47.198631,40.837566,,,,,50.270905,49.787796,51.33392,48.800102,44.556896,,,49.492229,49.709724,46.875595,45.68478,,,
2002-02-01,49.094856,52.254955,53.284542,49.74931,39.823418,52.126163,43.336315,47.256519,42.655251,,,,,55.192432,55.110863,50.749336,48.840042,46.349262,,,54.043152,54.39632,46.474598,46.420258,,,
2002-03-01,51.007732,53.87125,55.981342,50.735134,45.179073,51.043365,44.86834,46.6283,44.575939,,,,,55.423733,55.870712,51.910358,50.161961,48.028221,,,54.81633,55.913998,49.27676,47.976444,,,
2002-04-01,51.957729,55.131317,55.886253,52.30677,50.79594,49.381435,45.436413,46.367599,46.362988,,,,,55.19244,57.420055,54.593441,51.414577,47.560352,,,55.168526,56.819958,53.107677,49.438156,,,
2002-05-01,53.145397,56.133011,57.444286,53.238884,52.246571,48.953564,47.102268,47.428761,47.558331,,,,,57.65361,56.243649,55.18713,52.264019,50.323578,,,57.058681,56.713394,54.036644,50.422932,,,
2002-06-01,53.492165,56.987106,57.711479,53.173828,55.25798,48.293465,46.626408,46.35994,47.56662,,,,,54.918682,55.491112,53.68047,48.885471,47.372967,,,55.727947,56.359825,54.297665,48.369473,,,
2002-07-01,51.246552,54.838303,53.165146,51.854153,56.660011,48.552605,46.654926,47.325588,46.024139,,,,,52.229881,52.117004,58.056408,50.064175,44.026848,,,53.25042,52.527088,57.510071,48.483521,,,
2002-08-01,50.541382,53.664368,52.037563,51.414856,53.120975,49.109596,47.422489,48.157799,45.691059,,,,,51.786358,52.42609,54.48896,50.263756,46.324261,,,52.521126,52.274078,53.953739,48.474697,,,
2002-09-01,49.639305,51.899715,51.021366,49.728691,53.390453,48.162998,45.915451,47.53994,44.954346,,,,,53.256924,53.894127,53.565105,49.652409,48.039894,,,52.725918,52.770168,53.496773,47.814304,,,
2002-10-01,49.195217,51.562733,50.85537,49.757401,50.592918,49.727551,45.20356,47.46574,44.933506,,,,,52.392334,52.676022,54.931484,49.851746,48.58923,,,52.067753,51.963696,53.234032,47.927498,,,
2002-11-01,48.988495,51.912079,50.254333,49.118591,49.229473,50.54863,46.024143,47.43576,44.570282,,,42.849827,,54.853737,55.25164,55.658546,49.471352,48.166611,,,53.70282,53.296455,53.143188,47.553822,,46.086433,
2002-12-01,50.142487,51.874443,53.026093,49.703079,50.515102,50.211704,46.729301,46.863239,45.624359,,,44.548058,,53.828175,53.943527,54.948135,49.814178,48.505333,,,53.063782,53.584583,53.213722,48.174923,,46.957062,
2003-01-01,50.075439,51.823963,52.808956,50.860023,52.173969,50.259483,46.651073,47.205029,45.75288,,,43.623272,,54.0219,53.618881,56.280319,51.646137,46.132225,,,53.161964,53.301998,54.673721,49.340416,,45.150604,
2003-02-01,49.054718,51.584579,50.633095,50.969753,56.718277,49.693481,46.300426,47.272949,43.96312,,,45.438244,,53.173553,52.917454,58.588505,50.386436,46.951412,,,52.551872,52.023705,57.856781,47.873329,,46.35939,
2003-03-01,47.49501,48.550613,47.762318,48.297699,59.750778,49.365601,46.424091,47.82077,43.955475,,,41.918922,,47.053734,49.876423,57.962997,50.132225,45.135563,,,47.639385,49.049282,58.66246,47.715588,,43.87706,
2003-04-01,47.73658,49.382713,48.476719,48.589756,55.656685,50.711079,46.29277,48.275341,44.12635,,,43.901882,,49.630177,49.696293,54.794392,50.346172,43.949799,,,49.53336,49.219135,55.131763,47.912682,,43.931049,
2003-05-01,48.534157,50.518654,50.044056,48.285366,48.592136,50.960407,47.013882,47.513069,44.169754,,,45.218121,,52.33567,53.400085,50.787815,50.303787,47.259274,,,51.624767,52.087048,49.928764,47.903862,,46.460678,
2003-06-01,49.050663,51.447495,50.817802,49.928188,49.129562,51.621246,45.598091,47.796329,45.634136,,,45.914337,,55.603657,54.728329,51.529125,50.915737,47.495235,,,53.97757,53.198345,50.590302,48.849323,,46.876717,
2003-07-01,50.445801,52.203564,53.437073,50.634895,46.625366,50.370831,47.418461,48.399078,45.887833,,,47.091705,,58.518192,58.921768,51.605633,51.632347,49.818005,,,56.047611,56.775894,49.657116,49.384823,,48.751347,
2003-08-01,52.369682,55.740261,56.075817,52.108364,47.842209,49.681984,46.474297,47.973999,47.083698,,,48.035538,,60.514721,62.389572,54.974918,52.720955,48.683281,,,58.646725,59.919331,52.184261,50.515392,,48.429852,
2003-09-01,52.490963,54.980793,57.05093,51.507133,49.842876,49.338051,46.710068,46.856339,46.800934,,,49.141872,,60.252338,59.541615,56.892838,52.208054,52.433186,,,58.189857,58.567139,54.13456,50.092533,,51.14547,
2003-10-01,54.697212,58.55769,59.949009,54.450272,52.530975,48.481949,48.073769,47.88504,47.690018,,,50.351261,,61.42651,61.860062,55.82568,54.24231,51.280281,,,60.304092,61.11237,54.536636,51.678741,,50.916801,
2003-11-01,56.366318,60.318218,62.252586,54.708752,55.013165,47.556644,49.764584,47.6063,48.840122,,,53.189365,,59.861912,60.923618,56.915272,55.596165,50.908474,,,60.04044,61.443573,56.171078,52.952881,,51.800865,
2003-12-01,57.34499,61.543968,62.813942,55.481747,55.995914,45.821907,49.028416,48.240768,50.426292,,,53.600872,,58.822197,60.459675,58.406357,55.199692,52.91774,,,59.887081,61.380775,57.463276,53.332111,,53.185013,
2004-01-01,57.401497,61.134842,62.728519,54.700382,61.107826,44.679806,49.394634,46.789501,50.308685,,,53.268215,,63.821995,63.169899,59.111259,55.655605,51.808113,,,62.770653,62.997211,59.89241,53.563637,,52.379375,
2004-02-01,56.403069,59.300156,60.068001,53.239697,65.745316,43.43932,49.526276,46.884918,50.6045,,,53.567066,,60.259701,60.126728,57.278858,54.173359,51.417755,,,59.884281,60.103752,60.591339,52.777054,,52.258667,
2004-03-01,56.953033,60.078197,59.542061,55.680737,70.576874,40.495537,49.090954,47.03236,51.180511,,,54.708317,,59.472717,60.049351,60.68523,54.915966,50.573959,,,59.70961,59.850876,64.555313,53.454479,,52.191517,
2004-04-01,57.511745,60.10577,60.844887,56.112598,72.10994,40.379574,47.910862,47.03157,52.48843,,,56.991096,,60.573689,59.808479,63.187164,55.603683,51.106216,,,60.390614,60.21397,66.678177,54.38485,,53.408661,
2004-05-01,57.646534,60.0243,59.868584,57.230465,71.145081,39.38879,49.156574,47.590359,53.362736,,,55.215103,,59.920971,59.33519,65.929596,55.626869,53.01823,,,59.961395,59.54388,67.970146,54.741032,,53.877754,
2004-06-01,56.120964,58.061272,57.39397,55.367577,68.038467,40.784073,50.15694,48.378361,52.44685,,,52.479862,,57.68708,60.259731,67.818207,56.206329,52.560661,,,57.833481,59.138508,67.904381,54.735443,,52.529049,
2004-07-01,56.313709,58.703362,58.399925,55.834301,67.571861,42.419975,50.411644,48.83173,52.19862,,,51.962765,,60.108646,60.736038,65.968124,52.522556,52.029278,,,59.55883,59.822041,66.595581,52.395817,,52.003254,
2004-08-01,55.242783,56.348118,57.298859,54.45612,69.686745,42.950798,50.808514,49.135342,51.639324,,,51.060898,,57.751835,57.844578,66.084267,55.053677,50.608681,,,57.202633,57.631065,67.493721,53.717819,,50.78561,
2004-09-01,54.354012,55.945198,55.379917,52.094017,69.412804,44.344254,50.537418,48.145271,51.75816,,,50.587856,,57.474361,58.36919,63.1544,56.328186,49.917332,,,56.87608,57.199646,65.602982,54.540173,,50.179672,
2004-10-01,53.622559,55.21384,54.722435,52.682716,72.095642,44.723881,49.609287,48.174061,50.750114,,,48.071655,,58.236031,59.114094,67.592499,57.031082,49.988827,,,57.053604,57.395866,69.35434,54.573669,,49.238735,
2004-11-01,52.975357,53.574413,53.904892,51.656162,68.86087,45.897083,50.113319,48.85743,51.417576,,,47.036171,,59.10693,58.389187,65.872681,55.972824,50.864239,,,56.942345,56.634716,67.041801,54.190594,,49.366516,
2004-12-01,53.35936,53.440784,56.282722,53.095203,65.351418,46.610748,50.805431,47.83638,50.127071,,,49.374699,,60.305454,59.702839,65.780388,55.798309,52.623642,,,57.619671,58.364727,65.612556,53.579453,,51.352501,
2005-01-01,53.340797,54.684429,54.568703,53.262917,63.41679,47.42889,50.795914,48.948959,51.669109,,,48.507893,,59.092648,59.71558,64.48587,55.78664,47.551365,,,58.114414,58.573429,64.248627,54.872913,,47.76363,
2005-02-01,53.167953,54.735622,54.445221,52.962952,60.704323,47.306866,50.012463,48.840698,51.226318,,,48.989204,,58.675117,60.091751,64.773605,58.828918,49.667526,,,57.800896,58.838718,63.870586,57.141815,,49.516998,
2005-03-01,53.370972,54.978043,55.358986,52.957951,63.886597,48.664124,51.721718,49.048359,50.73106,,,50.929779,,58.365391,58.311764,62.099857,57.49316,52.441956,,,57.613701,57.656506,62.496357,55.992573,,52.106384,
2005-04-01,51.908417,53.149345,53.381287,53.184921,62.740669,49.641792,49.723881,48.805641,50.402882,,,49.261143,,56.568264,56.610996,60.113903,55.216553,51.265564,,,55.809566,55.894287,60.696812,54.148342,,50.820763,
2005-05-01,51.394608,53.336609,52.596027,52.518208,54.087494,50.481403,49.66,49.163818,49.439281,,,48.786247,,55.967995,56.987003,56.624935,54.079628,52.63343,,,55.38406,56.012592,56.061848,53.049881,,51.779694,
2005-06-01,52.189899,53.678661,54.136234,51.113689,50.08691,49.433758,49.555103,48.29192,49.94458,,,48.837322,,57.8881,57.554184,57.012081,56.410492,50.209724,,,56.953976,56.795704,55.475304,54.975632,,49.905174,
2005-07-01,52.61113,54.843952,54.946266,53.048332,50.290611,50.064995,48.554298,48.494511,50.352901,,,48.253391,,58.331345,60.95615,62.163277,56.111324,50.861458,,,57.557453,59.622486,59.528595,54.833466,,50.2827,
2005-08-01,52.308697,53.975853,55.092159,52.570034,56.946896,50.441082,48.872734,48.346039,49.829872,,,48.632919,,60.35445,61.313313,62.809223,59.252419,49.6768,,,58.938965,59.93277,61.508305,57.161446,,49.445148,
2005-09-01,54.42659,57.222191,57.214207,53.975933,63.242233,47.170677,49.56234,48.00919,50.380741,,,51.584789,,54.813427,56.067574,73.869499,56.50449,50.134937,,,55.347958,56.322025,71.511185,55.145557,,50.456676,
2005-10-01,54.655273,56.888916,57.209358,53.398689,65.583214,45.478954,48.910011,47.784512,51.005394,,,51.199268000000004,,57.5121,57.074097,71.200523,55.857975,52.317871,,,57.37381,57.104111,69.953979,54.781132,,52.069641,
2005-11-01,54.629314,57.390751,57.296352,54.242603,61.587063,47.298454,49.167671,48.058079,51.353603,,,50.534966,,57.778496,58.257069,65.993652,57.271637,51.646935,,,57.692451,58.043873,65.015778,55.958359,,51.400177,
2005-12-01,54.619473,57.51075,57.851749,53.880634,58.046616,47.61599,48.878578,48.935989,50.703999,,,49.42802,,58.873669,60.613045,64.249619,57.258869,51.691174,,,58.57122,60.000282,62.8731,55.804268,,51.188953,
2006-01-01,54.452538,56.588596,57.433453,54.026691,58.41502,46.98988,49.830498,48.451149,50.703934,,,50.948059,,57.940968,57.395744,64.478203,56.114426,50.855988,,,57.560513,57.406353,62.77248,54.592319,,50.881889,
2006-02-01,55.058754,57.157921,58.213757,54.669006,59.54792,47.063534,51.042709,48.774399,51.302036,,,51.530033,,60.140186,57.938042,63.268742,58.278973,51.829353,,,59.289307,58.016705,62.207142,56.288364,,51.743954,
2006-03-01,54.308266,56.323353,56.475231,54.286129,60.250652,47.241337,50.717354,48.75251,51.496616,,,53.336506,,59.124428,58.628708,58.68351,56.791012,49.799469,,,58.325245,58.014294,59.130634,55.280453,,50.808632,
2006-04-01,55.118999,57.185947,57.104549,53.758087,63.426785,45.750038,51.065495,49.086182,52.235516,,,52.945068,,60.131687,60.434772,64.132507,57.806892,52.063042,,,59.291229,59.484619,63.931152,56.217304,,52.314693,
2006-05-01,54.568607,56.534424,56.440174,54.013702,68.89679,45.627151,50.197353,48.349041,51.636421,,,51.283401,,58.556004,59.007389,65.458328,56.918213,51.069046,,,57.979221,58.274929,66.439369,55.411247,,51.130203,
2006-06-01,54.084698,55.620564,56.031647,53.528503,68.930145,45.5676,50.070599,49.56633,50.990723,,,51.343735,,57.770466,58.247597,64.383743,55.301548,52.802349,,,57.15707,57.615356,65.680893,54.071613,,52.386189,
2006-07-01,54.368828,56.499809,56.173203,53.064312,69.705856,45.709682,50.583351,49.073711,50.950172,,,50.704239,,56.784798,58.240063,65.01519,56.035042,53.279125,,,56.703487,57.65036,66.353493,54.584263,,52.544479,
2006-08-01,54.142254,55.533863,55.319847,53.904846,66.478432,45.750488,51.706303,49.162041,51.773888,,,50.441174,,56.775543,55.253727,65.926491,54.857624,49.358864,,,56.421276,55.272591,66.083961,53.977795,,49.66766,
2006-09-01,54.176212,56.415432,55.854111,53.422718,63.117508,46.57922,50.490917,48.609741,51.269569,,,48.721737,,55.558128,57.346565,58.801525,55.459866,51.380222,,,55.802727,56.92075,60.032928,54.26432,,50.621723,
2006-10-01,53.720081,55.200294,55.427372,54.116734,56.411736,47.212383,50.91848,48.97015,51.409031,,,48.080227,,57.18187,56.82056,55.944042,55.406563,50.276295,,,56.616501,56.423065,56.07748,54.266014,,49.649731,
2006-11-01,53.10791,53.959831,54.423141,53.831127,58.149094,46.858349,50.737705,48.66238,51.229961,,,48.655476,,58.709221,57.938755,56.040146,55.362465,52.322105,,,57.35416,56.935703,56.641853,54.183407,,51.27597,
2006-12-01,53.322201,54.435902,54.244766,53.212765,55.985283,46.048794,50.779667,48.233131,51.345734,,,48.069012,,56.877277,56.586739,58.337509,55.596306,48.112789,,,56.180721,55.918545,57.666389,54.38356,,48.1003,
2007-01-01,52.659389,53.515938,54.056664,52.401581,57.090729,47.696766,48.959023,49.214611,51.610088,,,47.002586,,58.11879,57.02832,57.216175,56.829193,48.533298,,,56.783836,56.166458,57.17979,55.31551,,48.089348,
2007-02-01,53.294312,54.736267,54.922962,53.688305,57.969337,48.028584,50.240177,49.867298,51.568134,,,49.288055,,56.64579,56.754539,55.80732,55.54324,47.490005,,,56.091976,56.223331,56.434364,54.39035,,48.01149,
2007-03-01,52.42775,53.877655,52.935535,53.370937,59.98037,48.111729,51.023994,49.631748,50.960175,,,47.67329,,54.803402,55.58271,59.550827,55.055218,50.676067,,,54.54084,54.831921,59.672653,53.89378,,49.824417,
2007-04-01,53.517166,55.419689,55.157265,53.83152,62.705208,48.409672,50.373081,49.404099,51.696037,,,49.660076,,56.607216,56.627838,59.572659,54.365452,49.392525,,,56.271053,56.211552,60.459415,53.609798,,49.468266,
2007-05-01,53.327087,54.800491,55.224327,54.415455,63.065346,48.35778,49.573788,49.158955,51.779778,,,49.262585,,57.797134,58.051777,60.171108,55.577347,48.564667,,,56.948849,57.251389,60.990402,54.502338,,48.76223,
2007-06-01,53.707684,56.178284,55.676414,54.329582,64.719673,49.118774,49.081024,49.289135,52.099518,,,50.021286,,59.122883,58.644428,59.562775,56.331661,47.893639,,,58.28933,57.804249,61.022579,55.133633,,48.49593,
2007-07-01,52.926052,54.443752,54.777016,53.272209,62.520348,48.402145,49.412518,49.281094,51.005402,,,48.999443,,57.351036,57.115974,58.791119,55.184277,51.200428,,,56.528046,56.453865,59.846783,54.001328,,50.577377,
2007-08-01,52.609428,54.446911,53.944374,53.991077,62.136227,48.550243,49.377743,47.933479,50.79575,,,48.459263,,56.527157,58.105419,58.632469,53.663635,54.267021,,,55.938286,56.927517,59.624306,52.851799,,52.622971,
2007-09-01,52.677437,54.943256,54.101227,52.865822,59.80912,48.755329,47.654186,48.400394,51.29567,,,48.725307,,53.949577,53.884628,62.28326,55.217384,47.928452,,,54.191708,53.937408,61.680386,54.261776,,48.122623,
2007-10-01,52.343933,53.169189,54.525757,53.326508,61.707226,48.477932,48.465462,48.161514,50.595261,,,46.492184,,54.342274,55.329819,62.831642,55.551373,46.600006,,,54.056427,55.133892,62.557655,54.343716,,46.573734,
2007-11-01,52.353298,54.08527,53.845348,53.827091,65.029884,47.875237,48.507645,48.489025,50.044487,,,45.763908,,54.42812,53.444912,66.746597,54.67387,48.255581,,,54.344578,53.542488,66.328285,53.545826,,47.648434,
2007-12-01,51.95919,53.202072,52.400303,52.065975,65.490234,46.694565,48.457905,48.086124,50.484875,,,46.653473,,53.190327,52.992714,66.204529,54.445766,48.087379,,,53.193188,52.848362,66.030472,53.480614,,47.73798,
2008-01-01,52.111927,53.860199,52.556084,53.465805,69.545799,47.019238,50.018078,47.884979,49.655655,,,46.851326,,47.069981,48.204239,64.741165,51.306381,46.311302,,,48.705166,49.252228,65.898193,50.908859,,46.441349,
2008-02-01,50.741245,51.404652,51.103504,51.668858,68.301811,47.051521,48.43721,49.334141,48.865192,,,46.582386,,51.912991,51.639488,63.447422,51.703876,48.37553,,,51.790573,51.510414,64.616432,51.020279,,47.943714,
2008-03-01,50.611996,50.953655,50.341358,51.416763,73.354454,47.19762,48.48632,49.276356,50.010937,,,46.845619,,51.48119,51.109531,64.658951,51.681026,47.218208,,,51.354153,50.924545,66.75296,51.278843,,47.128483,
2008-04-01,50.128075,50.774174,49.191231,50.613377,73.483017,47.827808,49.763134,48.128017,49.375088,,,47.655914,,51.211395,51.519329,65.157402,53.136654,47.540726,,,51.106106,50.958691,67.162338,52.230812,,47.568462,
2008-05-01,49.973827,50.692825,49.699455,51.20137,73.569389,48.743713,49.391949,48.38443,48.815735,,,46.110207,,51.762554,52.424679,67.247772,51.289875,46.567764,,,51.504948,51.768406,68.770119,50.694065,,46.457577,
2008-06-01,49.22094,49.354446,48.553814,51.077114,77.416824,47.998222,49.559448,47.995506,47.799854,,,45.446888,,49.638084,49.374023,70.263725,49.661037,46.110958,,,49.569782,49.176506,71.986298,49.212837,,45.951042,
