,daily,3m flow $b,price
2020-01-17,238.27800478029835,-1.4957609477245597,613.028
2020-01-20,8.71880338110045,-1.5677255256710403,613.028
2020-01-21,182.79364654473466,-1.3175054423411148,613.067
2020-01-22,-237.4620170496423,-1.613936326511455,613.551
2020-01-23,-72.67858089968314,-1.7716556172821412,612.983
2020-01-24,108.0491147529046,-1.5991411038221146,613.1
2020-01-27,-338.51253162926366,-1.9984816426088436,611.258
2020-01-28,-223.33922128120565,-2.279365516696841,613.466
2020-01-29,-258.04634320912027,-2.6005638899856525,615.409
2020-01-30,163.62572212876643,-1.7740870325603268,616.328
2020-01-31,-111.96869807050545,-2.005163269884043,617.257
2020-02-03,-443.9856718203563,-2.431991588289575,617.374
2020-02-04,-257.82476014526986,-2.9404374268456728,616.653
2020-02-05,-26.8273617428441,-2.97080907105554,617.272
2020-02-06,-217.65368491044296,-3.06953619792705,618.012
2020-02-07,-22.64517517605491,-3.0675205162100463,618.363
2020-02-10,59.90619957937772,-2.9668513643079986,617.993
2020-02-11,9.400455437113362,-3.447723392600164,618.741
2020-02-12,-19.320699094915675,-3.2474006735946332,619.435
2020-02-13,23.544686382188424,-3.1128750468788406,620.005
2020-02-14,31.50742617226145,-2.8113754494295913,621.816
2020-02-17,24.495806743016647,-2.4691262481383305,621.816
2020-02-18,63.296250348583435,-2.347006504068678,622.382
2020-02-19,-43.310909390167694,-2.1530494115894845,623.094
2020-02-20,-277.6383705488513,-2.2318555420058988,623.779
2020-02-21,12.247699758492011,-2.0824986636804677,625.375
2020-02-24,223.19971058692425,-1.7503360484605348,624.369
2020-02-25,-113.39309693734108,-1.8530480545141645,622.472
2020-02-26,-19.244244471607836,-1.8043660723365151,620.146
2020-02-27,190.06703254206866,-1.6401945287865292,614.799
2020-02-28,-756.6131380359715,-0.706335702333315,610.71
2020-03-02,-105.20015538594262,-0.8923903594316317,614.531
2020-03-03,-44.55444032783779,-0.6303490384704491,620.344
2020-03-04,-39.581012380985214,-0.5651968823298702,625.374
2020-03-05,-114.92328253119352,-0.6479416785607955,622.1
2020-03-06,-382.0919025256002,-0.9767645144224512,618.795
2020-03-09,-32.19437214716881,-1.2737641967060085,593.335
2020-03-10,-632.283288887676,-1.8738296146686326,590.328
2020-03-11,-889.311165235478,-2.5999188799302644,578.193
2020-03-12,-788.3733772493174,-4.490670566055932,548.582
2020-03-13,-686.1750399313374,-5.143959313388369,550.175
2020-03-16,-823.8342937934591,-5.9800205130985935,534.072
2020-03-17,-1004.0537088005688,-7.136755942050775,528.65
2020-03-18,-1255.8687490288544,-8.69824116867537,499.83
2020-03-19,-972.2520145056542,-9.741890002428898,485.271
2020-03-20,-623.3585358118524,-10.462928131148246,497.592
2020-03-23,-494.05040691708723,-11.096462239640536,487.315
2020-03-24,-149.91718971096242,-11.378238736731067,496.327
2020-03-25,-288.1458997102226,-11.66638463644129,516.406
2020-03-26,144.4821460709985,-11.533699238220231,529.182
2020-03-27,47.850117867474694,-11.610415993476982,523.34
2020-03-30,170.76037416888772,-11.762054312690703,518.31
2020-03-31,-4064.4927066822347,-14.566791914896072,524.291
2020-04-01,256.23388234185927,-14.310558032554212,517.463
2020-04-02,-178.76175811942935,-14.533071720584934,518.264
2020-04-03,-191.08396466533193,-14.699596523324608,520.727
2020-04-06,-97.5142620120084,-14.889549725380435,520.944
2020-04-07,132.20412883534487,-14.552047011900113,524.991
2020-04-08,-1911.3171932233058,-16.541364609280176,524.297
2020-04-09,235.5479089949281,-16.239789262898668,533.362
2020-04-10,0.0,-16.36848291276572,533.362
2020-04-13,6.295116688956538,-16.418774293216526,535.94
2020-04-14,119.57008964307533,-16.405239961860506,540.339
